Lookup	ID	Ndex	Species	Forme	Type1	Type2	Ability1	Ability2	AbilityH	HP	Attack	Defense	SpAttack	SpDefense	Speed	Total	Weight	Height	Dex1	Dex2	Class	%Male	%Female	Pre-Evolution	Egg Group 1	Egg Group 2	Type Concat	Ability Concat
Galvantula	596	596	Galvantula	Galvantula	Bug	Electric	Compound Eyes	Unnerve	Swarm	70	77	60	97	60	108	472	31.5 lbs.	2'07"			EleSpider Pokémon	0.5	0.5	Joltik	Bug	#N/A	Bug / Electric	Compound Eyes / Unnerve / Swarm*
Ferroseed	597	597	Ferroseed	Ferroseed	Grass	Steel	Iron Barbs	#N/A	#N/A	44	50	91	24	86	10	305	41.4 lbs.	2'00"			Thorn Seed Pokémon	0.5	0.5	#N/A	Grass	Mineral	Grass / Steel	Iron Barbs
Ferrothorn	598	598	Ferrothorn	Ferrothorn	Grass	Steel	Iron Barbs	#N/A	Anticipation	74	94	131	54	116	20	489	242.5 lbs.	3'03"			Thorn Pod Pokémon	0.5	0.5	Ferroseed	Grass	Mineral	Grass / Steel	Iron Barbs / Anticipation*
Klink	599	599	Klink	Klink	Steel	#N/A	Plus	Minus	Clear Body	40	55	70	45	60	30	300	46.3 lbs.	1'00"			Gear Pokémon	0.5	0.5	#N/A	Mineral	#N/A	Steel	Plus / Minus / Clear Body*
Klang	600	600	Klang	Klang	Steel	#N/A	Plus	Minus	Clear Body	60	80	95	70	85	50	440	112.4 lbs.	2'00"			Gear Pokémon	0.5	0.5	Klink	Mineral	#N/A	Steel	Plus / Minus / Clear Body*
Klinklang	601	601	Klinklang	Klinklang	Steel	#N/A	Plus	Minus	Clear Body	60	100	115	70	85	90	520	178.6 lbs.	2'00"			Gear Pokémon	0.5	0.5	Klang	Mineral	#N/A	Steel	Plus / Minus / Clear Body*
Tynamo	602	602	Tynamo	Tynamo	Electric	#N/A	Levitate	#N/A	#N/A	35	55	40	45	40	60	275	0.7 lbs.	0'08"			EleFish Pokémon	0.5	0.5	#N/A	Amorphous	#N/A	Electric	Levitate
Eelektrik	603	603	Eelektrik	Eelektrik	Electric	#N/A	Levitate	#N/A	#N/A	65	85	70	75	70	40	405	48.5 lbs.	3'11"			EleFish Pokémon	0.5	0.5	Tynamo	Amorphous	#N/A	Electric	Levitate
Eelektross	604	604	Eelektross	Eelektross	Electric	#N/A	Levitate	#N/A	#N/A	85	115	80	105	80	50	515	177.5 lbs.	6'11"			EleFish Pokémon	0.5	0.5	Eelektrik	Amorphous	#N/A	Electric	Levitate
Elgyem	605	605	Elgyem	Elgyem	Psychic	#N/A	Telepathy	Synchronize	Analytic	55	55	55	85	55	30	335	19.8 lbs.	1'08"			Cerebral Pokémon	0.5	0.5	#N/A	Human-Like	#N/A	Psychic	Telepathy / Synchronize / Analytic*
Beheeyem	606	606	Beheeyem	Beheeyem	Psychic	#N/A	Telepathy	Synchronize	Analytic	75	75	75	125	95	40	485	76.1 lbs.	3'03"			Cerebral Pokémon	0.5	0.5	Elgyem	Human-Like	#N/A	Psychic	Telepathy / Synchronize / Analytic*
Litwick	607	607	Litwick	Litwick	Ghost	Fire	Flash Fire	Flame Body	Infiltrator	50	30	55	65	55	20	275	6.8 lbs.	1'00"			Candle Pokémon	0.5	0.5	#N/A	Amorphous	#N/A	Ghost / Fire	Flash Fire / Flame Body / Infiltrator*
Lampent	608	608	Lampent	Lampent	Ghost	Fire	Flash Fire	Flame Body	Infiltrator	60	40	60	95	60	55	370	28.7 lbs.	2'00"			Lamp Pokémon	0.5	0.5	Litwick	Amorphous	#N/A	Ghost / Fire	Flash Fire / Flame Body / Infiltrator*
Chandelure	609	609	Chandelure	Chandelure	Ghost	Fire	Flash Fire	Flame Body	Infiltrator	60	55	90	145	90	80	520	75.6 lbs.	3'03"			Luring Pokémon	0.5	0.5	Lampent	Amorphous	#N/A	Ghost / Fire	Flash Fire / Flame Body / Infiltrator*
Axew	610	610	Axew	Axew	Dragon	#N/A	Rivalry	Mold Breaker	Unnerve	46	87	60	30	40	57	320	39.7 lbs.	2'00"			Tusk Pokémon	0.5	0.5	#N/A	Monster	Dragon	Dragon	Rivalry / Mold Breaker / Unnerve*
Fraxure	611	611	Fraxure	Fraxure	Dragon	#N/A	Rivalry	Mold Breaker	Unnerve	66	117	70	40	50	67	410	79.4 lbs.	3'03"			Axe Jaw Pokémon	0.5	0.5	Axew	Monster	Dragon	Dragon	Rivalry / Mold Breaker / Unnerve*
Haxorus	612	612	Haxorus	Haxorus	Dragon	#N/A	Rivalry	Mold Breaker	Unnerve	76	147	90	60	70	97	540	232.6 lbs.	5'11"			Axe Jaw Pokémon	0.5	0.5	Fraxure	Monster	Dragon	Dragon	Rivalry / Mold Breaker / Unnerve*
Cubchoo	613	613	Cubchoo	Cubchoo	Ice	#N/A	Snow Cloak	Slush Rush	Rattled	55	70	40	60	40	40	305	18.7 lbs.	1'08"			Chill Pokémon	0.5	0.5	#N/A	Field	#N/A	Ice	Snow Cloak / Slush Rush / Rattled*
Beartic	614	614	Beartic	Beartic	Ice	#N/A	Snow Cloak	Slush Rush	Swift Swim	95	130	80	70	80	50	505	573.2 lbs.	8'06"			Freezing Pokémon	0.5	0.5	Cubchoo	Field	#N/A	Ice	Snow Cloak / Slush Rush / Swift Swim*
Cryogonal	615	615	Cryogonal	Cryogonal	Ice	#N/A	Levitate	#N/A	#N/A	80	50	50	95	135	105	515	326.3 lbs.	3'07"			Crystallizing Pokémon	#N/A	#N/A	#N/A	Mineral	#N/A	Ice	Levitate
Shelmet	616	616	Shelmet	Shelmet	Bug	#N/A	Hydration	Shell Armor	Overcoat	50	40	85	40	65	25	305	17.0 lbs.	1'04"			Snail Pokémon	0.5	0.5	#N/A	Bug	#N/A	Bug	Hydration / Shell Armor / Overcoat*
Accelgor	617	617	Accelgor	Accelgor	Bug	#N/A	Hydration	Sticky Hold	Unburden	80	70	40	100	60	145	495	55.8 lbs.	2'07"			Shell Out Pokémon	0.5	0.5	Shelmet	Bug	#N/A	Bug	Hydration / Sticky Hold / Unburden*
Stunfisk	618	618	Stunfisk	Stunfisk	Ground	Electric	Static	Limber	Sand Veil	109	66	84	81	99	32	471	24.3 lbs.	2'04"			Trap Pokémon	0.5	0.5	#N/A	Water 1	Amorphous	Ground / Electric	Static / Limber / Sand Veil*
Mienfoo	619	619	Mienfoo	Mienfoo	Fighting	#N/A	Inner Focus	Regenerator	Reckless	45	85	50	55	50	65	350	44.1 lbs.	2'11"			Martial Arts Pokémon	0.5	0.5	#N/A	Field	Human-Like	Fighting	Inner Focus / Regenerator / Reckless*
Mienshao	620	620	Mienshao	Mienshao	Fighting	#N/A	Inner Focus	Regenerator	Reckless	65	125	60	95	60	105	510	78.3 lbs.	4'07"			Martial Arts Pokémon	0.5	0.5	Mienfoo	Field	Human-Like	Fighting	Inner Focus / Regenerator / Reckless*
Druddigon	621	621	Druddigon	Druddigon	Dragon	#N/A	Rough Skin	Sheer Force	Mold Breaker	77	120	90	60	90	48	485	306.4 lbs.	5'03"			Cave Pokémon	0.5	0.5	#N/A	Dragon	Monster	Dragon	Rough Skin / Sheer Force / Mold Breaker*
Golett	622	622	Golett	Golett	Ground	Ghost	Iron Fist	Klutz	No Guard	59	74	50	35	50	35	303	202.8 lbs.	3'03"			Automaton Pokémon	#N/A	#N/A	#N/A	Mineral	#N/A	Ground / Ghost	Iron Fist / Klutz / No Guard*
Golurk	623	623	Golurk	Golurk	Ground	Ghost	Iron Fist	Klutz	No Guard	89	124	80	55	80	55	483	727.5 lbs.	9'02"			Automaton Pokémon	#N/A	#N/A	Golett	Mineral	#N/A	Ground / Ghost	Iron Fist / Klutz / No Guard*
Pawniard	624	624	Pawniard	Pawniard	Dark	Steel	Defiant	Inner Focus	Pressure	45	85	70	40	40	60	340	22.5 lbs.	1'08"			Sharp Blade Pokémon	0.5	0.5	#N/A	Human-Like	#N/A	Dark / Steel	Defiant / Inner Focus / Pressure*
Bisharp	625	625	Bisharp	Bisharp	Dark	Steel	Defiant	Inner Focus	Pressure	65	125	100	60	70	70	490	154.3 lbs.	5'03"			Sword Blade Pokémon	0.5	0.5	Pawniard	Human-Like	#N/A	Dark / Steel	Defiant / Inner Focus / Pressure*
Bouffalant	626	626	Bouffalant	Bouffalant	Normal	#N/A	Reckless	Sap Sipper	Soundproof	95	110	95	40	95	55	490	208.6 lbs.	5'03"			Bash Buffalo Pokémon	0.5	0.5	#N/A	Field	#N/A	Normal	Reckless / Sap Sipper / Soundproof*
Rufflet	627	627	Rufflet	Rufflet	Normal	Flying	Keen Eye	Sheer Force	Hustle	70	83	50	37	50	60	350	23.1 lbs.	1'08"	They pick fights indiscriminately. They grow stronger and more powerful each time they faint or are injured.	With its sharp claws, this Pokémon pierces its prey, and then it pecks at them. Although it also consumes berries, it's a carnivore at heart.	Eaglet Pokémon	1	0	#N/A	Flying	#N/A	Normal / Flying	Keen Eye / Sheer Force / Hustle*
Braviary	628	628	Braviary	Braviary	Normal	Flying	Keen Eye	Sheer Force	Defiant	100	123	75	57	75	80	510	90.4 lbs.	4'11"	With its brave disposition, it fears nothing—not even death. Ancient Alolan people respected it, referring to it as “the hero of the sky.”	It's thought that people disturbed their habitats in the past, so Braviary banded together to fight back.	Valiant Pokémon	1	0	Rufflet	Flying	#N/A	Normal / Flying	Keen Eye / Sheer Force / Defiant*
Vullaby	629	629	Vullaby	Vullaby	Dark	Flying	Big Pecks	Overcoat	Weak Armor	70	55	75	45	65	60	370	19.8 lbs.	1'08"	It protects its plump posterior with the bones of prey it has consumed. As it grows, it  replaces the bones.	It can't fly yet and must wait until its wings have developed more. Since it's still at a playful age, it hops around friskily.	Diapered Pokémon	0	1	#N/A	Flying	#N/A	Dark / Flying	Big Pecks / Overcoat / Weak Armor*
Mandibuzz	630	630	Mandibuzz	Mandibuzz	Dark	Flying	Big Pecks	Overcoat	Weak Armor	110	65	105	55	95	80	510	87.1 lbs.	3'11"	They adorn themselves beautifully with bones. This is supposedly an effort to attract males, but no male Mandibuzz have ever been found.	It circles in the sky, keeping a keen eye out for Pokémon in a weakened state. Its choicest food is Cubone.	Bone Vulture Pokémon	0	1	Vullaby	Flying	#N/A	Dark / Flying	Big Pecks / Overcoat / Weak Armor*
Heatmor	631	631	Heatmor	Heatmor	Fire	#N/A	Gluttony	Flash Fire	White Smoke	85	97	66	105	66	65	484	127.9 lbs.	4'07"			Anteater Pokémon	0.5	0.5	#N/A	Field	#N/A	Fire	Gluttony / Flash Fire / White Smoke*
Durant	632	632	Durant	Durant	Bug	Steel	Swarm	Hustle	Truant	58	109	112	48	48	109	484	72.8 lbs.	1'00"			Iron Ant Pokémon	0.5	0.5	#N/A	Bug	#N/A	Bug / Steel	Swarm / Hustle / Truant*
Deino	633	633	Deino	Deino	Dark	Dragon	Hustle	#N/A	#N/A	52	65	50	45	50	38	300	38.1 lbs.	2'07"			Irate Pokémon	0.5	0.5	#N/A	Dragon	#N/A	Dark / Dragon	Hustle
Zweilous	634	634	Zweilous	Zweilous	Dark	Dragon	Hustle	#N/A	#N/A	72	85	70	65	70	58	420	110.2 lbs.	4'07"			Hostile Pokémon	0.5	0.5	Deino	Dragon	#N/A	Dark / Dragon	Hustle
Hydreigon	635	635	Hydreigon	Hydreigon	Dark	Dragon	Levitate	#N/A	#N/A	92	105	90	125	90	98	600	352.7 lbs.	5'11"			Brutal Pokémon	0.5	0.5	Zweilous	Dragon	#N/A	Dark / Dragon	Levitate
Larvesta	636	636	Larvesta	Larvesta	Bug	Fire	Flame Body	#N/A	Swarm	55	85	55	50	55	60	360	63.5 lbs.	3'07"			Torch Pokémon	0.5	0.5	#N/A	Bug	#N/A	Bug / Fire	Flame Body / Swarm*
Volcarona	637	637	Volcarona	Volcarona	Bug	Fire	Flame Body	#N/A	Swarm	85	60	65	135	105	100	550	101.4 lbs.	5'03"			Sun Pokémon	0.5	0.5	Larvesta	Bug	#N/A	Bug / Fire	Flame Body / Swarm*
Cobalion	638	638	Cobalion	Cobalion	Steel	Fighting	Justified	#N/A	#N/A	91	90	129	90	72	108	580	551.2 lbs.	6'11"			Iron Will Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Steel / Fighting	Justified
Terrakion	639	639	Terrakion	Terrakion	Rock	Fighting	Justified	#N/A	#N/A	91	129	90	72	90	108	580	573.2 lbs.	6'03"			Cavern Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Rock / Fighting	Justified
Virizion	640	640	Virizion	Virizion	Grass	Fighting	Justified	#N/A	#N/A	91	90	72	90	129	108	580	440.9 lbs.	6'07"			Grassland Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Grass / Fighting	Justified
Tornadus	641	641	Tornadus	Tornadus (Incarnate Forme)	Flying	#N/A	Prankster	#N/A	Defiant	79	115	70	125	80	111	580	138.9 lbs.	4'11"			Cyclone Pokémon	1	0	#N/A	Undiscovered	#N/A	Flying	Prankster / Defiant*
Thundurus	642	642	Thundurus	Thundurus (Incarnate Forme)	Electric	Flying	Prankster	#N/A	Defiant	79	115	70	125	80	111	580	134.5 lbs.	4'11"			Bolt Strike Pokémon	1	0	#N/A	Undiscovered	#N/A	Electric / Flying	Prankster / Defiant*
Reshiram	643	643	Reshiram	Reshiram	Dragon	Fire	Turboblaze	#N/A	#N/A	100	120	100	150	120	90	680	727.5 lbs.	10'06"			Vast White Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Dragon / Fire	Turboblaze
Zekrom	644	644	Zekrom	Zekrom	Dragon	Electric	Teravolt	#N/A	#N/A	100	150	120	120	100	90	680	760.6 lbs.	9'06"			Deep Black Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Dragon / Electric	Teravolt
Landorus	645	645	Landorus	Landorus (Incarnate Forme)	Ground	Flying	Sand Force	#N/A	Sheer Force	89	125	90	115	80	101	600	149.9 lbs.	4'11"			Abundance Pokémon	1	0	#N/A	Undiscovered	#N/A	Ground / Flying	Sand Force / Sheer Force*
Kyurem (Kyurem)	646	646	Kyurem	Kyurem (Kyurem)	Dragon	Ice	Pressure	#N/A	#N/A	125	130	90	130	90	95	660	716.5 lbs.	9'10"			Boundary Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Dragon / Ice	Pressure
Keldeo	647	647	Keldeo	Keldeo (Ordinary Form)	Water	Fighting	Justified	#N/A	#N/A	91	72	90	129	90	108	580	106.9 lbs.	4'07"			Colt Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Water / Fighting	Justified
Meloetta (Aria Forme)	648	648	Meloetta	Meloetta (Aria Forme)	Normal	Psychic	Serene Grace	#N/A	#N/A	100	77	77	128	128	90	600	14.3 lbs.	2'00"			Melody Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Normal / Psychic	Serene Grace
Genesect	649	649	Genesect	Genesect (Genesect)	Bug	Steel	Download	#N/A	#N/A	71	120	95	120	95	99	600	181.9 lbs.	4'11"			Paleozoic Pokémon	#N/A	#N/A	#N/A	Undiscovered	#N/A	Bug / Steel	Download
Chespin	650	650	Chespin	Chespin	Grass	#N/A	Overgrow	#N/A	Bulletproof	56	61	65	48	45	38	313	19.8 lbs.	1'04"			Spiny Nut Pokémon	0.875	0.125	#N/A	Field	#N/A	Grass	Overgrow / Bulletproof*
Quilladin	651	651	Quilladin	Quilladin	Grass	#N/A	Overgrow	#N/A	Bulletproof	61	78	95	56	58	57	405	63.9 lbs.	2'04"			Spiny Armor Pokémon	0.875	0.125	Chespin	Field	#N/A	Grass	Overgrow / Bulletproof*
Chesnaught	652	652	Chesnaught	Chesnaught	Grass	Fighting	Overgrow	#N/A	Bulletproof	88	107	122	74	75	64	530	198.4 lbs.	5'03"			Spiny Armor Pokémon	0.875	0.125	Quilladin	Field	#N/A	Grass / Fighting	Overgrow / Bulletproof*
Fennekin	653	653	Fennekin	Fennekin	Fire	#N/A	Blaze	#N/A	Magician	40	45	40	62	60	60	307	20.7 lbs.	1'04"			Fox Pokémon	0.875	0.125	#N/A	Field	#N/A	Fire	Blaze / Magician*
Braixen	654	654	Braixen	Braixen	Fire	#N/A	Blaze	#N/A	Magician	59	59	58	90	70	73	409	32.0 lbs.	3'03"			Fox Pokémon	0.875	0.125	Fennekin	Field	#N/A	Fire	Blaze / Magician*
Delphox	655	655	Delphox	Delphox	Fire	Psychic	Blaze	#N/A	Magician	75	69	72	114	100	104	534	86.0 lbs.	4'11"			Fox Pokémon	0.875	0.125	Braixen	Field	#N/A	Fire / Psychic	Blaze / Magician*
Froakie	656	656	Froakie	Froakie	Water	#N/A	Torrent	#N/A	Protean	41	56	40	62	44	71	314	15.4 lbs.	1'00"			Bubble Frog Pokémon	0.875	0.125	#N/A	Water 1	#N/A	Water	Torrent / Protean*
Frogadier	657	657	Frogadier	Frogadier	Water	#N/A	Torrent	#N/A	Protean	54	63	52	83	56	97	405	24.0 lbs.	2'00"			Bubble Frog Pokémon	0.875	0.125	Froakie	Water 1	#N/A	Water	Torrent / Protean*
Greninja	658	658	Greninja	Greninja	Water	Dark	Torrent	Torrent	Protean	72	95	67	103	71	122	530	88.2 lbs.	4'11"			Ninja Pokémon	0.875	0.125	Frogadier	Water 1	#N/A	Water / Dark	Torrent / Protean*
Bunnelby	659	659	Bunnelby	Bunnelby	Normal	#N/A	Pickup	Cheek Pouch	Huge Power	38	36	38	32	36	57	237	11.0 lbs.	1'04"			Digging Pokémon	0.5	0.5	#N/A	Field	#N/A	Normal	Pickup / Cheek Pouch / Huge Power*
Diggersby	660	660	Diggersby	Diggersby	Normal	Ground	Pickup	Cheek Pouch	Huge Power	85	56	77	50	77	78	423	93.5 lbs.	3'03"			Digging Pokémon	0.5	0.5	Bunnelby	Field	#N/A	Normal / Ground	Pickup / Cheek Pouch / Huge Power*
Fletchling	661	661	Fletchling	Fletchling	Normal	Flying	Big Pecks	#N/A	Gale Wings	45	50	43	40	38	62	278	3.7 lbs.	1'00"	This amiable Pokémon is easy to train. But when battle is joined, it shows its ferocious side.	When it's excited, its temperature can double, spiking hormone production in its body.	Tiny Robin Pokémon	0.5	0.5	#N/A	Flying	#N/A	Normal / Flying	Big Pecks / Gale Wings*
Fletchinder	662	662	Fletchinder	Fletchinder	Fire	Flying	Flame Body	#N/A	Gale Wings	62	73	55	56	52	84	382	35.3 lbs.	2'04"	From its beak, it fires embers at its prey. Once it has caught them, it grills them at high heat before feasting upon them.	It will not tolerate other Fletchinder entering its territory, which has a radius of several miles.	Ember Pokémon	0.5	0.5	Fletchling	Flying	#N/A	Fire / Flying	Flame Body / Gale Wings*
Talonflame	663	663	Talonflame	Talonflame	Fire	Flying	Flame Body	#N/A	Gale Wings	78	81	71	74	69	126	499	54.0 lbs.	3'11"	Its favorite foods are Wingull and Pikipek. It attacks with a powerful kick and grasps them firmly in its talons.	It zooms directly at its prey at flight speeds of close to 310 mph, while fiery embers scatter from gaps in its feathers.	Scorching Pokémon	0.5	0.5	Fletchinder	Flying	#N/A	Fire / Flying	Flame Body / Gale Wings*
Scatterbug	664	664	Scatterbug	Scatterbug	Bug	#N/A	Shield Dust	Compound Eyes	Friend Guard	38	35	40	27	25	35	200	5.5 lbs.	1'00"			Scatterdust Pokémon	0.5	0.5	#N/A	Bug	#N/A	Bug	Shield Dust / Compound Eyes / Friend Guard*
Spewpa	665	665	Spewpa	Spewpa	Bug	#N/A	Shed Skin	#N/A	Friend Guard	45	22	60	27	30	29	213	18.5 lbs.	1'00"			Scatterdust Pokémon	0.5	0.5	Scatterbug	Bug	#N/A	Bug	Shed Skin / Friend Guard*
Vivillon	666	666	Vivillon	Vivillon (Icy Snow Pattern)	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5 lbs.	3'11"			Scale Pokémon	0.5	0.5	Spewpa	Bug	#N/A	Bug / Flying	Shield Dust / Compound Eyes / Friend Guard*
Litleo	667	667	Litleo	Litleo	Fire	Normal	Rivalry	Unnerve	Moxie	62	50	58	73	54	72	369	29.8 lbs.	2'00"			Lion Cub Pokémon	0.75	0.25	#N/A	Field	#N/A	Fire / Normal	Rivalry / Unnerve / Moxie*
Pyroar	668	668	Pyroar	Pyroar	Fire	Normal	Rivalry	Unnerve	Moxie	86	68	72	109	66	106	507	179.7 lbs.	4'11"			Royal Pokémon	0.75	0.25	Litleo	Field	#N/A	Fire / Normal	Rivalry / Unnerve / Moxie*
Flabébé	669	669	Flabébé	Flabébé (Red Flower)	Fairy	#N/A	Flower Veil	#N/A	Symbiosis	44	38	39	61	79	42	303	0.2 lbs.	0'04"			Single Bloom Pokémon	0	1	#N/A	Fairy	#N/A	Fairy	Flower Veil / Symbiosis*
Floette	670	670	Floette	Floette (Red Flower)	Fairy	#N/A	Flower Veil	#N/A	Symbiosis	54	45	47	75	98	52	371	2.0 lbs.	0'08"			Single Bloom Pokémon	0	1	Flabébé	Fairy	#N/A	Fairy	Flower Veil / Symbiosis*
Florges	671	671	Florges	Florges (Red Flower)	Fairy	#N/A	Flower Veil	#N/A	Symbiosis	78	65	68	112	154	75	552	22.0 lbs.	3'07"			Garden Pokémon	0	1	Floette	Fairy	#N/A	Fairy	Flower Veil / Symbiosis*
Skiddo	672	672	Skiddo	Skiddo	Grass	#N/A	Sap Sipper	#N/A	Grass Pelt	66	65	48	62	57	52	350	68.3 lbs.	2'11"			Mount Pokémon	0.5	0.5	#N/A	Field	#N/A	Grass	Sap Sipper / Grass Pelt*
Gogoat	673	673	Gogoat	Gogoat	Grass	#N/A	Sap Sipper	#N/A	Grass Pelt	123	100	62	97	81	68	531	200.6 lbs.	5'07"			Mount Pokémon	0.5	0.5	Skiddo	Field	#N/A	Grass	Sap Sipper / Grass Pelt*
Pancham	674	674	Pancham	Pancham	Dark	#N/A	Iron Fist	Mold Breaker	Scrappy	67	82	62	46	48	43	348	17.6 lbs.	2'00"	It grows up imitating the behavior of Pangoro, which it looks up to as a leader.	There's no point to the leaf in its mouth, aside from an effort to look cool. It's mischievous, so it's not well suited to inexperienced Trainers.	Playful Pokémon	0.5	0.5	#N/A	Field	Human-Like	Dark	Iron Fist / Mold Breaker / Scrappy*
Pangoro	675	675	Pangoro	Pangoro	Dark	Fighting	Iron Fist	Mold Breaker	Scrappy	95	124	78	69	71	58	495	299.8 lbs.	6'11"	It boasts superb physical strength. Those who wish to become Pangoro's Trainer have no choice but to converse with their fists.	From the slight twitches of its bamboo leaf, it deduces its opponent's movements. It's eager to tussle but kindhearted toward its companions.	Daunting Pokémon	0.5	0.5	Pancham	Field	Human-Like	Dark / Fighting	Iron Fist / Mold Breaker / Scrappy*
Furfrou	676	676	Furfrou	Furfrou (Natural Form)	Normal	#N/A	Fur Coat	#N/A	#N/A	75	80	60	65	90	102	472	61.7 lbs.	3'11"			Poodle Pokémon	0.5	0.5	#N/A	Field	#N/A	Normal	Fur Coat
Espurr	677	677	Espurr	Espurr	Psychic	#N/A	Keen Eye	Infiltrator	Own Tempo	62	48	54	63	60	68	355	7.7 lbs.	1'00"			Restraint Pokémon	0.5	0.5	#N/A	Field	#N/A	Psychic	Keen Eye / Infiltrator / Own Tempo*
Meowstic (Male)	678	678	Meowstic	Meowstic (Male)	Psychic	#N/A	Keen Eye	Infiltrator	Prankster	74	48	76	83	81	104	466	18.7 lbs.	2'00"			Constraint Pokémon	1	0	Espurr	Field	#N/A	Psychic	Keen Eye / Infiltrator / Prankster*
Honedge	679	679	Honedge	Honedge	Steel	Ghost	No Guard	#N/A	#N/A	45	80	100	35	37	28	325	4.4 lbs.	2'07"			Sword Pokémon	0.5	0.5	#N/A	Mineral	#N/A	Steel / Ghost	No Guard
Doublade	680	680	Doublade	Doublade	Steel	Ghost	No Guard	#N/A	#N/A	59	110	150	45	49	35	448	9.9 lbs.	2'07"			Sword Pokémon	0.5	0.5	Honedge	Mineral	#N/A	Steel / Ghost	No Guard
Aegislash (Shield Forme)	681	681	Aegislash	Aegislash (Shield Forme)	Steel	Ghost	Stance Change	#N/A	#N/A	60	50	150	50	150	60	520	116.8 lbs.	5'07"			Royal Sword Pokémon	0.5	0.5	Doublade	Mineral	#N/A	Steel / Ghost	Stance Change
Spritzee	682	682	Spritzee	Spritzee	Fairy	#N/A	Healer	#N/A	Aroma Veil	78	52	60	63	65	23	341	1.1 lbs.	0'08"			Perfume Pokémon	0.5	0.5	#N/A	Fairy	#N/A	Fairy	Healer / Aroma Veil*
Aromatisse	683	683	Aromatisse	Aromatisse	Fairy	#N/A	Healer	#N/A	Aroma Veil	101	72	72	99	89	29	462	34.2 lbs.	2'07"			Fragrance Pokémon	0.5	0.5	Spritzee	Fairy	#N/A	Fairy	Healer / Aroma Veil*
Swirlix	684	684	Swirlix	Swirlix	Fairy	#N/A	Sweet Veil	#N/A	Unburden	62	48	66	59	57	49	341	7.7 lbs.	1'04"			Cotton Candy Pokémon	0.5	0.5	#N/A	Fairy	#N/A	Fairy	Sweet Veil / Unburden*
Slurpuff	685	685	Slurpuff	Slurpuff	Fairy	#N/A	Sweet Veil	#N/A	Unburden	82	80	86	85	75	72	480	11.0 lbs.	2'07"			Meringue Pokémon	0.5	0.5	Swirlix	Fairy	#N/A	Fairy	Sweet Veil / Unburden*
Inkay	686	686	Inkay	Inkay	Dark	Psychic	Contrary	Suction Cups	Infiltrator	53	54	53	37	46	45	288	7.7 lbs.	1'04"			Revolving Pokémon	0.5	0.5	#N/A	Water 1	Water 2	Dark / Psychic	Contrary / Suction Cups / Infiltrator*
Malamar	687	687	Malamar	Malamar	Dark	Psychic	Contrary	Suction Cups	Infiltrator	86	92	88	68	75	73	482	103.6 lbs.	4'11"			Overturning Pokémon	0.5	0.5	Inkay	Water 1	Water 2	Dark / Psychic	Contrary / Suction Cups / Infiltrator*
Binacle	688	688	Binacle	Binacle	Rock	Water	Tough Claws	Sniper	Pickpocket	42	52	67	39	56	50	306	68.3 lbs.	1'08"			Two-Handed Pokémon	0.5	0.5	#N/A	Water 3	#N/A	Rock / Water	Tough Claws / Sniper / Pickpocket*
Barbaracle	689	689	Barbaracle	Barbaracle	Rock	Water	Tough Claws	Sniper	Pickpocket	72	105	115	54	86	68	500	211.6 lbs.	4'03"			Collective Pokémon	0.5	0.5	Binacle	Water 3	#N/A	Rock / Water	Tough Claws / Sniper / Pickpocket*
Skrelp	690	690	Skrelp	Skrelp	Poison	Water	Poison Point	Poison Touch	Adaptability	50	60	60	60	60	30	320	16.1 lbs.	1'08"			Mock Kelp Pokémon	0.5	0.5	#N/A	Water 1	Dragon	Poison / Water	Poison Point / Poison Touch / Adaptability*
Dragalge	691	691	Dragalge	Dragalge	Poison	Dragon	Poison Point	Poison Touch	Adaptability	65	75	90	97	123	44	494	179.7 lbs.	5'11"			Mock Kelp Pokémon	0.5	0.5	Skrelp	Water 1	Dragon	Poison / Dragon	Poison Point / Poison Touch / Adaptability*
Clauncher	692	692	Clauncher	Clauncher	Water	#N/A	Mega Launcher	#N/A	#N/A	50	53	62	58	63	44	330	18.3 lbs.	1'08"			Water Gun Pokémon	0.5	0.5	#N/A	Water 1	Water 3	Water	Mega Launcher
